"gene_id","cluster","in_apcluster","zscore","ap_q"
"AT1G31880","C11",TRUE,TRUE,0
"AT1G31910","C40",TRUE,TRUE,0
"AT1G31935","C32",TRUE,TRUE,0
"AT1G31940","C17",TRUE,TRUE,0
"AT1G32127","C15",TRUE,TRUE,0
"AT1G32170","C13",TRUE,TRUE,0
"AT1G32230","C12",TRUE,TRUE,0
"AT1G32340","C06",TRUE,TRUE,0
"AT1G32380","C04",TRUE,TRUE,0
"AT1G32400","C13",TRUE,TRUE,0
"AT1G32460","C48",TRUE,TRUE,0
"AT1G32470","C23",TRUE,TRUE,0
"AT1G32520","C22",TRUE,TRUE,0
"AT1G32540","C46",TRUE,TRUE,0
"AT1G32550","C22",TRUE,TRUE,0
"AT1G32580","C41",TRUE,TRUE,0
"AT1G32640","C48",TRUE,TRUE,0
"AT1G32790","C07",TRUE,TRUE,0
"AT1G32870","C11",TRUE,TRUE,0
"AT1G32920","C14",TRUE,TRUE,0
"AT1G32940","C14",TRUE,TRUE,0
"AT1G33040","C23",TRUE,TRUE,0
"AT1G33055","C20",TRUE,TRUE,0
"AT1G33110","C12",TRUE,TRUE,0
"AT1G33120","C39",TRUE,TRUE,0
"AT1G33140","C39",TRUE,TRUE,0
"AT1G33230","C12",TRUE,TRUE,0
"AT1G33265","C21",TRUE,TRUE,0
"AT1G33490","C14",TRUE,TRUE,0
"AT1G33590","C02",TRUE,TRUE,0
"AT1G33600","C05",TRUE,TRUE,0
"AT1G33610","C54",TRUE,TRUE,0
"AT1G33790","C40",TRUE,TRUE,0
"AT1G33810","C23",TRUE,TRUE,0
"AT1G33960","C37",TRUE,TRUE,0
"AT1G33980","C11",TRUE,TRUE,0
"AT1G34030","C39",TRUE,TRUE,0
"AT1G34220","C05",TRUE,TRUE,0
"AT1G34350","C34",TRUE,TRUE,0
"AT1G34370","C17",TRUE,TRUE,0
"AT1G34570","C18",TRUE,TRUE,0
"AT1G34630","C11",TRUE,TRUE,0
"AT1G34640","C24",TRUE,TRUE,0
"AT1G34750","C53",TRUE,TRUE,0
"AT1G35190","C13",TRUE,TRUE,0
"AT1G35230","C53",TRUE,TRUE,0
"AT1G35260","C49",TRUE,TRUE,0
"AT1G35320","C40",TRUE,TRUE,0
"AT1G35470","C13",TRUE,TRUE,0
"AT1G35516","C17",TRUE,TRUE,0
"AT1G35580","C50",TRUE,TRUE,0
"AT1G35670","C14",TRUE,TRUE,0
"AT1G35710","C52",TRUE,TRUE,0
"AT1G35720","C47",TRUE,TRUE,0
"AT1G35780","C33",TRUE,TRUE,0
"AT1G35910","C02",TRUE,TRUE,0
"AT1G36310","C38",TRUE,TRUE,0
"AT1G36370","C01",TRUE,TRUE,0
"AT1G36622","C29",TRUE,TRUE,0
"AT1G41830","C34",TRUE,TRUE,0
"AT1G41880","C37",TRUE,TRUE,0
"AT1G42430","C21",TRUE,TRUE,0
"AT1G42480","C37",TRUE,TRUE,0
"AT1G42990","C12",TRUE,TRUE,0
"AT1G43160","C44",TRUE,TRUE,0
"AT1G43170","C38",TRUE,TRUE,0
"AT1G43700","C05",TRUE,TRUE,0
"AT1G43890","C13",TRUE,TRUE,0
"AT1G43910","C17",TRUE,TRUE,0
"AT1G44000","C18",TRUE,TRUE,0
"AT1G44100","C32",TRUE,TRUE,0
"AT1G44110","C19",TRUE,TRUE,0
"AT1G44350","C45",TRUE,TRUE,0
"AT1G44760","C42",TRUE,TRUE,0
"AT1G44790","C49",TRUE,TRUE,0
"AT1G44800","C04",TRUE,TRUE,0
"AT1G44835","C41",TRUE,TRUE,0
"AT1G44920","C19",TRUE,TRUE,0
"AT1G45015","C31",TRUE,TRUE,0
"AT1G45145","C50",TRUE,TRUE,0
"AT1G45150","C13",TRUE,TRUE,0
"AT1G45201","C48",TRUE,TRUE,0
"AT1G45207","C37",TRUE,TRUE,0
"AT1G45230","C18",TRUE,TRUE,0
"AT1G45474","C16",TRUE,TRUE,0
"AT1G45976","C14",TRUE,TRUE,0
"AT1G47056","C03",TRUE,TRUE,0
"AT1G47128","C13",TRUE,TRUE,0
"AT1G47250","C05",TRUE,TRUE,0
"AT1G47270","C13",TRUE,TRUE,0
"AT1G47395","C43",TRUE,TRUE,0
"AT1G47400","C09",TRUE,TRUE,0
"AT1G47520","C21",TRUE,TRUE,0
"AT1G47580","C19",TRUE,TRUE,0
"AT1G47710","C05",TRUE,TRUE,0
"AT1G47750","C04",TRUE,TRUE,0
"AT1G47820","C39",TRUE,TRUE,0
"AT1G47860","C38",TRUE,TRUE,0
"AT1G48200","C38",TRUE,TRUE,0
"AT1G48210","C53",TRUE,TRUE,0
"AT1G48320","C43",TRUE,TRUE,0
"AT1G48330","C21",TRUE,TRUE,0
"AT1G48350","C23",TRUE,TRUE,0
"AT1G48355","C23",TRUE,TRUE,0
"AT1G48440","C47",TRUE,TRUE,0
"AT1G48570","C43",TRUE,TRUE,0
"AT1G48600","C48",TRUE,TRUE,0
"AT1G48610","C19",TRUE,TRUE,0
"AT1G48630","C40",TRUE,TRUE,0
"AT1G48635","C11",TRUE,TRUE,0
"AT1G48750","C24",TRUE,TRUE,0
"AT1G48830","C38",TRUE,TRUE,0
"AT1G48920","C40",TRUE,TRUE,0
"AT1G49010","C41",TRUE,TRUE,0
"AT1G49050","C15",TRUE,TRUE,0
"AT1G49130","C39",TRUE,TRUE,0
"AT1G49170","C21",TRUE,TRUE,0
"AT1G49240","C13",TRUE,TRUE,0
"AT1G49300","C05",TRUE,TRUE,0
"AT1G49380","C21",TRUE,TRUE,0
"AT1G49400","C38",TRUE,TRUE,0
"AT1G49410","C39",TRUE,TRUE,0
"AT1G49470","C08",TRUE,TRUE,0
"AT1G49500","C18",TRUE,TRUE,0
"AT1G49510","C19",TRUE,TRUE,0
"AT1G49570","C31",TRUE,TRUE,0
"AT1G49600","C40",TRUE,TRUE,0
"AT1G49660","C33",TRUE,TRUE,0
"AT1G49710","C15",TRUE,TRUE,0
"AT1G49740","C31",TRUE,TRUE,0
"AT1G49750","C54",TRUE,TRUE,0
"AT1G49760","C41",TRUE,TRUE,0
"AT1G49840","C21",TRUE,TRUE,0
"AT1G49880","C34",TRUE,TRUE,0
"AT1G49970","C06",TRUE,TRUE,0
"AT1G49975","C19",TRUE,TRUE,0
"AT1G49980","C19",TRUE,TRUE,0
"AT1G50010","C19",TRUE,TRUE,0
"AT1G50020","C06",TRUE,TRUE,0
"AT1G50055","C19",TRUE,TRUE,0
"AT1G50250","C12",TRUE,TRUE,0
"AT1G50290","C25",TRUE,TRUE,0
"AT1G50300","C40",TRUE,TRUE,0
"AT1G50410","C03",TRUE,TRUE,0
"AT1G50420","C16",TRUE,TRUE,0
"AT1G50430","C53",TRUE,TRUE,0
"AT1G50490","C19",TRUE,TRUE,0
"AT1G50575","C20",TRUE,TRUE,0
"AT1G50732","C20",TRUE,TRUE,0
"AT1G50740","C53",TRUE,TRUE,0
"AT1G50900","C20",TRUE,TRUE,0
"AT1G50910","C25",TRUE,TRUE,0
"AT1G51060","C19",TRUE,TRUE,0
"AT1G51070","C13",TRUE,TRUE,0
"AT1G51080","C25",TRUE,TRUE,0
"AT1G51100","C20",TRUE,TRUE,0
"AT1G51200","C17",TRUE,TRUE,0
"AT1G51400","C18",TRUE,TRUE,0
"AT1G51420","C50",TRUE,TRUE,0
"AT1G51580","C41",TRUE,TRUE,0
"AT1G51630","C36",TRUE,TRUE,0
"AT1G51660","C53",TRUE,TRUE,0
"AT1G51680","C39",TRUE,TRUE,0
"AT1G51700","C39",TRUE,TRUE,0
"AT1G51710","C14",TRUE,TRUE,0
"AT1G51760","C02",TRUE,TRUE,0
"AT1G51800","C53",TRUE,TRUE,0
"AT1G51950","C05",TRUE,TRUE,0
"AT1G52000","C48",TRUE,TRUE,0
"AT1G52030","C48",TRUE,TRUE,0
"AT1G52040","C48",TRUE,TRUE,0
"AT1G52100","C35",TRUE,TRUE,0
"AT1G52160","C04",TRUE,TRUE,0
"AT1G52200","C43",TRUE,TRUE,0
"AT1G52230","C20",TRUE,TRUE,0
"AT1G52240","C20",TRUE,TRUE,0
"AT1G52270","C19",TRUE,TRUE,0
"AT1G52300","C39",TRUE,TRUE,0
"AT1G52342","C37",TRUE,TRUE,0
"AT1G52400","C48",TRUE,TRUE,0
"AT1G52410","C48",TRUE,TRUE,0
"AT1G52420","C17",TRUE,TRUE,0
"AT1G52565","C01",TRUE,TRUE,0
"AT1G52618","C33",TRUE,TRUE,0
"AT1G52720","C38",TRUE,TRUE,0
"AT1G52825","C35",TRUE,TRUE,0
"AT1G52827","C11",TRUE,TRUE,0
"AT1G52880","C06",TRUE,TRUE,0
"AT1G52890","C45",TRUE,TRUE,0
"AT1G52930","C41",TRUE,TRUE,0
"AT1G53030","C07",TRUE,TRUE,0
"AT1G53180","C17",TRUE,TRUE,0
"AT1G53230","C37",TRUE,TRUE,0
"AT1G53320","C02",TRUE,TRUE,0
"AT1G53400","C11",TRUE,TRUE,0
"AT1G53540","C16",TRUE,TRUE,0
"AT1G53560","C49",TRUE,TRUE,0
"AT1G53580","C02",TRUE,TRUE,0
"AT1G53625","C53",TRUE,TRUE,0
"AT1G53633","C16",TRUE,TRUE,0
"AT1G53710","C52",TRUE,TRUE,0
"AT1G53750","C06",TRUE,TRUE,0
"AT1G53800","C39",TRUE,TRUE,0
"AT1G53870","C45",TRUE,TRUE,0
"AT1G53885","C48",TRUE,TRUE,0
"AT1G53887","C19",TRUE,TRUE,0
"AT1G53890","C45",TRUE,TRUE,0
"AT1G53903","C48",TRUE,TRUE,0
"AT1G53920","C55",TRUE,TRUE,0
"AT1G54000","C31",TRUE,TRUE,0
"AT1G54010","C46",TRUE,TRUE,0
"AT1G54020","C49",TRUE,TRUE,0
"AT1G54030","C48",TRUE,TRUE,0
"AT1G54050","C09",TRUE,TRUE,0
"AT1G54090","C12",TRUE,TRUE,0
"AT1G54100","C01",TRUE,TRUE,0
"AT1G54110","C22",TRUE,TRUE,0
"AT1G54115","C17",TRUE,TRUE,0
"AT1G54120","C16",TRUE,TRUE,0
"AT1G54130","C13",TRUE,TRUE,0
"AT1G54270","C06",TRUE,TRUE,0
"AT1G54290","C05",TRUE,TRUE,0
"AT1G54500","C19",TRUE,TRUE,0
"AT1G54570","C06",TRUE,TRUE,0
"AT1G54575","C14",TRUE,TRUE,0
"AT1G54690","C37",TRUE,TRUE,0
"AT1G54740","C33",TRUE,TRUE,0
"AT1G54770","C38",TRUE,TRUE,0
"AT1G54970","C35",TRUE,TRUE,0
"AT1G55020","C47",TRUE,TRUE,0
"AT1G55100","C13",TRUE,TRUE,0
"AT1G55110","C06",TRUE,TRUE,0
"AT1G55140","C24",TRUE,TRUE,0
"AT1G55205","C37",TRUE,TRUE,0
"AT1G55210","C47",TRUE,TRUE,0
"AT1G55260","C37",TRUE,TRUE,0
"AT1G55330","C11",TRUE,TRUE,0
"AT1G55340","C32",TRUE,TRUE,0
"AT1G55360","C43",TRUE,TRUE,0
"AT1G55370","C39",TRUE,TRUE,0
"AT1G55450","C43",TRUE,TRUE,0
"AT1G55490","C23",TRUE,TRUE,0
"AT1G55500","C14",TRUE,TRUE,0
"AT1G55510","C07",TRUE,TRUE,0
"AT1G55530","C12",TRUE,TRUE,0
"AT1G55535","C11",TRUE,TRUE,0
"AT1G55680","C13",TRUE,TRUE,0
"AT1G55805","C41",TRUE,TRUE,0
"AT1G55830","C11",TRUE,TRUE,0
"AT1G55840","C13",TRUE,TRUE,0
"AT1G55910","C53",TRUE,TRUE,0
"AT1G55920","C08",TRUE,TRUE,0
"AT1G55960","C22",TRUE,TRUE,0
"AT1G56045","C38",TRUE,TRUE,0
"AT1G56110","C40",TRUE,TRUE,0
"AT1G56220","C20",TRUE,TRUE,0
"AT1G56260","C43",TRUE,TRUE,0
"AT1G56280","C17",TRUE,TRUE,0
"AT1G56330","C15",TRUE,TRUE,0
"AT1G56340","C42",TRUE,TRUE,0
"AT1G56450","C04",TRUE,TRUE,0
"AT1G56460","C07",TRUE,TRUE,0
"AT1G56510","C19",TRUE,TRUE,0
"AT1G56580","C11",TRUE,TRUE,0
"AT1G56650","C47",TRUE,TRUE,0
"AT1G56660","C15",TRUE,TRUE,0
"AT1G57610","C34",TRUE,TRUE,0
"AT1G57660","C39",TRUE,TRUE,0
"AT1G57765","C05",TRUE,TRUE,0
"AT1G57860","C39",TRUE,TRUE,0
"AT1G58030","C14",TRUE,TRUE,0
"AT1G58180","C12",TRUE,TRUE,0
"AT1G58235","C17",TRUE,TRUE,0
"AT1G58270","C48",TRUE,TRUE,0
"AT1G58360","C01",TRUE,TRUE,0
"AT1G58380","C40",TRUE,TRUE,0
"AT1G58983","C40",TRUE,TRUE,0
"AT1G59590","C16",TRUE,TRUE,0
"AT1G59610","C04",TRUE,TRUE,0
"AT1G59660","C13",TRUE,TRUE,0
"AT1G59710","C15",TRUE,TRUE,0
"AT1G59730","C47",TRUE,TRUE,0
"AT1G59840","C28",TRUE,TRUE,0
"AT1G59860","C13",TRUE,TRUE,0
"AT1G59900","C11",TRUE,TRUE,0
"AT1G60000","C37",TRUE,TRUE,0
"AT1G60010","C37",TRUE,TRUE,0
"AT1G60420","C13",TRUE,TRUE,0
"AT1G60440","C12",TRUE,TRUE,0
"AT1G60550","C21",TRUE,TRUE,0
"AT1G60600","C20",TRUE,TRUE,0
"AT1G60660","C20",TRUE,TRUE,0
"AT1G60730","C01",TRUE,TRUE,0
"AT1G60800","C36",TRUE,TRUE,0
"AT1G60870","C38",TRUE,TRUE,0
"AT1G60900","C42",TRUE,TRUE,0
"AT1G60940","C11",TRUE,TRUE,0
"AT1G60950","C22",TRUE,TRUE,0
"AT1G61000","C38",TRUE,TRUE,0
"AT1G61065","C14",TRUE,TRUE,0
"AT1G61140","C02",TRUE,TRUE,0
"AT1G61250","C15",TRUE,TRUE,0
"AT1G61380","C43",TRUE,TRUE,0
"AT1G61450","C18",TRUE,TRUE,0
"AT1G61570","C37",TRUE,TRUE,0
"AT1G61580","C40",TRUE,TRUE,0
"AT1G61620","C17",TRUE,TRUE,0
"AT1G61690","C12",TRUE,TRUE,0
"AT1G61790","C54",TRUE,TRUE,0
"AT1G61800","C02",TRUE,TRUE,0
"AT1G61820","C44",TRUE,TRUE,0
"AT1G61890","C06",TRUE,TRUE,0
"AT1G62020","C14",TRUE,TRUE,0
"AT1G62045","C01",TRUE,TRUE,0
"AT1G62180","C11",TRUE,TRUE,0
"AT1G62200","C13",TRUE,TRUE,0
"AT1G62370","C47",TRUE,TRUE,0
"AT1G62380","C05",TRUE,TRUE,0
"AT1G62500","C46",TRUE,TRUE,0
"AT1G62510","C31",TRUE,TRUE,0
"AT1G62560","C46",TRUE,TRUE,0
"AT1G62570","C01",TRUE,TRUE,0
"AT1G62600","C01",TRUE,TRUE,0
"AT1G62660","C47",TRUE,TRUE,0
"AT1G62740","C06",TRUE,TRUE,0
"AT1G62750","C22",TRUE,TRUE,0
"AT1G62790","C34",TRUE,TRUE,0
"AT1G62975","C47",TRUE,TRUE,0
"AT1G62980","C32",TRUE,TRUE,0
"AT1G62990","C01",TRUE,TRUE,0
"AT1G63010","C02",TRUE,TRUE,0
"AT1G63180","C12",TRUE,TRUE,0
"AT1G63220","C34",TRUE,TRUE,0
"AT1G63360","C38",TRUE,TRUE,0
"AT1G63500","C15",TRUE,TRUE,0
"AT1G63530","C13",TRUE,TRUE,0
"AT1G63680","C36",TRUE,TRUE,0
"AT1G63720","C07",TRUE,TRUE,0
"AT1G63770","C04",TRUE,TRUE,0
"AT1G63840","C13",TRUE,TRUE,0
"AT1G64140","C46",TRUE,TRUE,0
"AT1G64160","C46",TRUE,TRUE,0
"AT1G64190","C36",TRUE,TRUE,0
"AT1G64200","C44",TRUE,TRUE,0
"AT1G64230","C13",TRUE,TRUE,0
"AT1G64355","C25",TRUE,TRUE,0
"AT1G64370","C05",TRUE,TRUE,0
"AT1G64460","C03",TRUE,TRUE,0
"AT1G64490","C40",TRUE,TRUE,0
"AT1G64640","C24",TRUE,TRUE,0
"AT1G64660","C02",TRUE,TRUE,0
"AT1G64710","C25",TRUE,TRUE,0
"AT1G64720","C09",TRUE,TRUE,0
"AT1G64740","C06",TRUE,TRUE,0
"AT1G64750","C14",TRUE,TRUE,0
"AT1G64770","C29",TRUE,TRUE,0
"AT1G64880","C38",TRUE,TRUE,0
"AT1G64900","C01",TRUE,TRUE,0
"AT1G64950","C01",TRUE,TRUE,0
"AT1G64970","C01",TRUE,TRUE,0
"AT1G65010","C34",TRUE,TRUE,0
"AT1G65040","C15",TRUE,TRUE,0
"AT1G65220","C14",TRUE,TRUE,0
"AT1G65290","C37",TRUE,TRUE,0
"AT1G65295","C24",TRUE,TRUE,0
"AT1G65390","C20",TRUE,TRUE,0
"AT1G65410","C36",TRUE,TRUE,0
"AT1G65486","C55",TRUE,TRUE,0
"AT1G65490","C20",TRUE,TRUE,0
"AT1G65500","C55",TRUE,TRUE,0
"AT1G65510","C26",TRUE,TRUE,0
"AT1G65660","C02",TRUE,TRUE,0
"AT1G65720","C13",TRUE,TRUE,0
"AT1G65800","C54",TRUE,TRUE,0
"AT1G65820","C02",TRUE,TRUE,0
"AT1G65845","C55",TRUE,TRUE,0
"AT1G65860","C31",TRUE,TRUE,0
"AT1G65920","C11",TRUE,TRUE,0
"AT1G65930","C11",TRUE,TRUE,0
"AT1G65970","C16",TRUE,TRUE,0
"AT1G66100","C48",TRUE,TRUE,0
"AT1G66130","C18",TRUE,TRUE,0
"AT1G66180","C37",TRUE,TRUE,0
"AT1G66270","C47",TRUE,TRUE,0
"AT1G66280","C31",TRUE,TRUE,0
"AT1G66390","C47",TRUE,TRUE,0
"AT1G66580","C01",TRUE,TRUE,0
"AT1G66590","C54",TRUE,TRUE,0
"AT1G66600","C15",TRUE,TRUE,0
"AT1G66680","C12",TRUE,TRUE,0
"AT1G66725","C52",TRUE,TRUE,0
"AT1G66760","C02",TRUE,TRUE,0
"AT1G66800","C31",TRUE,TRUE,0
"AT1G66820","C19",TRUE,TRUE,0
"AT1G66880","C15",TRUE,TRUE,0
"AT1G66890","C20",TRUE,TRUE,0
"AT1G66920","C55",TRUE,TRUE,0
"AT1G66940","C55",TRUE,TRUE,0
"AT1G66970","C54",TRUE,TRUE,0
"AT1G67050","C24",TRUE,TRUE,0
"AT1G67070","C45",TRUE,TRUE,0
"AT1G67148","C51",TRUE,TRUE,0
"AT1G67360","C13",TRUE,TRUE,0
"AT1G67365","C11",TRUE,TRUE,0
"AT1G67430","C38",TRUE,TRUE,0
"AT1G67590","C35",TRUE,TRUE,0
"AT1G67785","C39",TRUE,TRUE,0
"AT1G67800","C08",TRUE,TRUE,0
"AT1G67810","C01",TRUE,TRUE,0
"AT1G67910","C20",TRUE,TRUE,0
"AT1G67960","C11",TRUE,TRUE,0
"AT1G67970","C08",TRUE,TRUE,0
"AT1G68060","C43",TRUE,TRUE,0
"AT1G68140","C04",TRUE,TRUE,0
"AT1G68238","C20",TRUE,TRUE,0
"AT1G68370","C13",TRUE,TRUE,0
"AT1G68410","C13",TRUE,TRUE,0
"AT1G68440","C13",TRUE,TRUE,0
"AT1G68520","C40",TRUE,TRUE,0
"AT1G68570","C13",TRUE,TRUE,0
"AT1G68585","C18",TRUE,TRUE,0
"AT1G68590","C23",TRUE,TRUE,0
"AT1G68620","C02",TRUE,TRUE,0
"AT1G68760","C19",TRUE,TRUE,0
"AT1G68790","C40",TRUE,TRUE,0
"AT1G68840","C18",TRUE,TRUE,0
"AT1G68880","C17",TRUE,TRUE,0
"AT1G68910","C13",TRUE,TRUE,0
"AT1G69200","C38",TRUE,TRUE,0
"AT1G69250","C13",TRUE,TRUE,0
"AT1G69260","C05",TRUE,TRUE,0
"AT1G69360","C47",TRUE,TRUE,0
"AT1G69370","C48",TRUE,TRUE,0
"AT1G69410","C13",TRUE,TRUE,0
"AT1G69450","C02",TRUE,TRUE,0
"AT1G69520","C55",TRUE,TRUE,0
"AT1G69530","C24",TRUE,TRUE,0
"AT1G69600","C17",TRUE,TRUE,0
"AT1G69620","C38",TRUE,TRUE,0
"AT1G69640","C13",TRUE,TRUE,0
"AT1G69680","C13",TRUE,TRUE,0
"AT1G69700","C24",TRUE,TRUE,0
"AT1G69730","C53",TRUE,TRUE,0
"AT1G69750","C17",TRUE,TRUE,0
"AT1G69760","C47",TRUE,TRUE,0
"AT1G69810","C47",TRUE,TRUE,0
"AT1G69880","C06",TRUE,TRUE,0
"AT1G69890","C44",TRUE,TRUE,0
"AT1G69930","C01",TRUE,TRUE,0
"AT1G69935","C40",TRUE,TRUE,0
"AT1G70100","C36",TRUE,TRUE,0
"AT1G70200","C33",TRUE,TRUE,0
"AT1G70230","C31",TRUE,TRUE,0
"AT1G70310","C41",TRUE,TRUE,0
"AT1G70370","C39",TRUE,TRUE,0
"AT1G70410","C29",TRUE,TRUE,0
"AT1G70420","C11",TRUE,TRUE,0
"AT1G70490","C11",TRUE,TRUE,0
"AT1G70590","C15",TRUE,TRUE,0
"AT1G70600","C38",TRUE,TRUE,0
"AT1G70700","C49",TRUE,TRUE,0
"AT1G70740","C12",TRUE,TRUE,0
"AT1G70790","C07",TRUE,TRUE,0
"AT1G70800","C05",TRUE,TRUE,0
"AT1G70810","C49",TRUE,TRUE,0
"AT1G70850","C26",TRUE,TRUE,0
"AT1G70890","C27",TRUE,TRUE,0
"AT1G70985","C24",TRUE,TRUE,0
"AT1G71100","C14",TRUE,TRUE,0
"AT1G71130","C11",TRUE,TRUE,0
"AT1G71140","C13",TRUE,TRUE,0
"AT1G71190","C13",TRUE,TRUE,0
"AT1G71260","C23",TRUE,TRUE,0
"AT1G71520","C14",TRUE,TRUE,0
"AT1G71697","C16",TRUE,TRUE,0
"AT1G71880","C07",TRUE,TRUE,0
"AT1G71970","C20",TRUE,TRUE,0
"AT1G72030","C18",TRUE,TRUE,0
"AT1G72050","C42",TRUE,TRUE,0
"AT1G72060","C55",TRUE,TRUE,0
"AT1G72070","C55",TRUE,TRUE,0
"AT1G72150","C05",TRUE,TRUE,0
"AT1G72170","C35",TRUE,TRUE,0
"AT1G72330","C14",TRUE,TRUE,0
"AT1G72340","C08",TRUE,TRUE,0
"AT1G72370","C38",TRUE,TRUE,0
"AT1G72416","C54",TRUE,TRUE,0
"AT1G72430","C35",TRUE,TRUE,0
"AT1G72450","C44",TRUE,TRUE,0
"AT1G72490","C14",TRUE,TRUE,0
"AT1G72510","C45",TRUE,TRUE,0
"AT1G72610","C24",TRUE,TRUE,0
"AT1G72630","C34",TRUE,TRUE,0
"AT1G72645","C19",TRUE,TRUE,0
"AT1G72680","C01",TRUE,TRUE,0
"AT1G72690","C17",TRUE,TRUE,0
"AT1G72770","C13",TRUE,TRUE,0
"AT1G72800","C13",TRUE,TRUE,0
"AT1G72810","C33",TRUE,TRUE,0
"AT1G72900","C49",TRUE,TRUE,0
"AT1G72910","C55",TRUE,TRUE,0
"AT1G72920","C42",TRUE,TRUE,0
"AT1G72930","C54",TRUE,TRUE,0
"AT1G72940","C46",TRUE,TRUE,0
"AT1G72970","C18",TRUE,TRUE,0
"AT1G73030","C14",TRUE,TRUE,0
"AT1G73080","C45",TRUE,TRUE,0
"AT1G73110","C22",TRUE,TRUE,0
"AT1G73120","C19",TRUE,TRUE,0
"AT1G73230","C39",TRUE,TRUE,0
"AT1G73260","C49",TRUE,TRUE,0
"AT1G73325","C48",TRUE,TRUE,0
"AT1G73330","C48",TRUE,TRUE,0
"AT1G73480","C02",TRUE,TRUE,0
"AT1G73490","C38",TRUE,TRUE,0
"AT1G73500","C49",TRUE,TRUE,0
"AT1G73600","C22",TRUE,TRUE,0
"AT1G73620","C43",TRUE,TRUE,0
"AT1G73670","C06",TRUE,TRUE,0
"AT1G73760","C41",TRUE,TRUE,0
"AT1G73805","C52",TRUE,TRUE,0
"AT1G73830","C22",TRUE,TRUE,0
"AT1G73880","C05",TRUE,TRUE,0
"AT1G73885","C23",TRUE,TRUE,0
"AT1G73940","C40",TRUE,TRUE,0
"AT1G74020","C45",TRUE,TRUE,0
"AT1G74050","C38",TRUE,TRUE,0
"AT1G74060","C40",TRUE,TRUE,0
"AT1G74070","C19",TRUE,TRUE,0
"AT1G74090","C46",TRUE,TRUE,0
"AT1G74100","C46",TRUE,TRUE,0
"AT1G74250","C05",TRUE,TRUE,0
"AT1G74270","C39",TRUE,TRUE,0
"AT1G74310","C11",TRUE,TRUE,0
"AT1G74370","C19",TRUE,TRUE,0
"AT1G74430","C31",TRUE,TRUE,0
"AT1G74440","C54",TRUE,TRUE,0
"AT1G74458","C32",TRUE,TRUE,0
"AT1G74470","C20",TRUE,TRUE,0
"AT1G74500","C32",TRUE,TRUE,0
"AT1G74560","C39",TRUE,TRUE,0
"AT1G74670","C28",TRUE,TRUE,0
"AT1G74710","C19",TRUE,TRUE,0
"AT1G74790","C05",TRUE,TRUE,0
"AT1G74850","C35",TRUE,TRUE,0
"AT1G74860","C30",TRUE,TRUE,0
"AT1G74880","C27",TRUE,TRUE,0
"AT1G74920","C02",TRUE,TRUE,0
"AT1G74950","C44",TRUE,TRUE,0
"AT1G75170","C06",TRUE,TRUE,0
"AT1G75190","C20",TRUE,TRUE,0
"AT1G75220","C44",TRUE,TRUE,0
"AT1G75240","C43",TRUE,TRUE,0
"AT1G75270","C01",TRUE,TRUE,0
"AT1G75280","C13",TRUE,TRUE,0
"AT1G75335","C41",TRUE,TRUE,0
"AT1G75340","C13",TRUE,TRUE,0
"AT1G75370","C13",TRUE,TRUE,0
"AT1G75380","C15",TRUE,TRUE,0
"AT1G75410","C08",TRUE,TRUE,0
"AT1G75460","C34",TRUE,TRUE,0
"AT1G75500","C19",TRUE,TRUE,0
"AT1G75510","C53",TRUE,TRUE,0
"AT1G75690","C27",TRUE,TRUE,0
"AT1G75750","C11",TRUE,TRUE,0
"AT1G75785","C24",TRUE,TRUE,0
"AT1G75840","C36",TRUE,TRUE,0
"AT1G75945","C40",TRUE,TRUE,0
"AT1G75960","C48",TRUE,TRUE,0
"AT1G75990","C04",TRUE,TRUE,0
"AT1G76070","C01",TRUE,TRUE,0
"AT1G76100","C18",TRUE,TRUE,0
"AT1G76130","C05",TRUE,TRUE,0
"AT1G76160","C47",TRUE,TRUE,0
"AT1G76180","C04",TRUE,TRUE,0
"AT1G76300","C38",TRUE,TRUE,0
"AT1G76360","C13",TRUE,TRUE,0
"AT1G76380","C47",TRUE,TRUE,0
"AT1G76390","C06",TRUE,TRUE,0
"AT1G76405","C39",TRUE,TRUE,0
"AT1G76440","C18",TRUE,TRUE,0
"AT1G76450","C27",TRUE,TRUE,0
"AT1G76490","C01",TRUE,TRUE,0
"AT1G76520","C01",TRUE,TRUE,0
"AT1G76540","C24",TRUE,TRUE,0
"AT1G76590","C01",TRUE,TRUE,0
"AT1G76600","C14",TRUE,TRUE,0
"AT1G76640","C45",TRUE,TRUE,0
"AT1G76680","C01",TRUE,TRUE,0
"AT1G76690","C05",TRUE,TRUE,0
"AT1G76790","C31",TRUE,TRUE,0
"AT1G76930","C20",TRUE,TRUE,0
"AT1G76970","C13",TRUE,TRUE,0
"AT1G76980","C12",TRUE,TRUE,0
"AT1G76990","C16",TRUE,TRUE,0
"AT1G77000","C14",TRUE,TRUE,0
"AT1G77090","C18",TRUE,TRUE,0
"AT1G77120","C17",TRUE,TRUE,0
"AT1G77122","C43",TRUE,TRUE,0
"AT1G77330","C32",TRUE,TRUE,0
"AT1G77370","C07",TRUE,TRUE,0
"AT1G77400","C20",TRUE,TRUE,0
"AT1G77420","C46",TRUE,TRUE,0
"AT1G77450","C01",TRUE,TRUE,0
"AT1G77510","C15",TRUE,TRUE,0
"AT1G77580","C21",TRUE,TRUE,0
"AT1G77750","C39",TRUE,TRUE,0
